hospital,admissions,avg_billing
Goodwin-Peters,1,23739.42
Singleton-Barber,1,23084.42
"Grant, Leon and Potter",1,48780.21
"Raymond Snyder and Cooper,",1,42573.78
"Hernandez Randolph and Blair,",1,40182.51
Craig-Williams,1,10136.79
Bender-Fisher,1,33483.35
PLC Greene,1,24626.49
"Russell, and Garcia Potter",1,27967.01
"and Howard Harvey, Hunt",1,18576.67
"Chapman, Palmer George and",1,3508.99
Nguyen-Carney,1,30658.09
"and Stewart, Howard Obrien",1,12438.16
Alvarez-Robinson,1,33055.74
Gregory PLC,1,46175.87
Sons and Wilcox,1,7979.65
Ltd Shepard,1,17484.28
"Brown and Poole, Lane",1,48503.52
Richardson-Rangel,1,15138.06
Williams-Holt,1,34258.36
Gonzalez-Cox,1,34240.76
"Smith and Allen, Andrade",1,3213.32
"Schroeder, and Anthony Lee",1,45579.87
Mcdowell-Ramos,1,2577.07
"Leon Salinas, and Johnson",1,1061.96
"and Barron, Norton Farmer",1,37124.77
"Harmon Harris, and Strickland",1,16907.75
"and Hopkins Smith Young,",1,19888.0
Dougherty-Robinson,1,25533.82
"Martinez Knapp, and Roman",1,34809.12
Spears-Santiago,1,2031.97
French-Summers,1,45865.92
Hughes-Woods,1,14488.44
"Townsend, Cox Buchanan and",1,7055.02
"Key and Hayes, Mcknight",1,51035.6
Dixon-Wiley,1,1044.5
Group Chan,1,45840.8
"Patton Waters, Reynolds and",1,21836.61
"and Robbins Williams, Ramirez",1,23397.63
Inc Lowe,1,47151.78
Hayes-Hernandez,1,9040.7
"Harris Brown, and Daniels",1,32722.86
and Sons Castro,1,46195.89
Watts-Harrison,1,16232.53
Johnson-Garrett,1,17402.46
"and Byrd, Henderson Jones",1,33641.05
Adams-Richardson,1,18445.5
Sons Aguilar and,1,24655.84
"and Lee Harper, Mccoy",1,37389.32
Smith-Murray,1,37536.02
"Davis, and Hoffman Holden",1,33729.63
Cross-Cisneros,1,39228.61
"and Monroe Bartlett, Lawson",1,7212.0
Salazar-Mitchell,1,30761.66
"Sheppard, Johnston and Richardson",1,17893.48
Woods-Gallegos,1,4327.44
"Davis, and Wall Weiss",1,39002.74
Wells-Price,1,49934.14
Riddle LLC,1,1398.88
Mason-Moore,1,30964.35
Hale-Livingston,1,31287.04
Inc Mccoy,1,9731.23
Vasquez-Smith,1,10686.17
Manning-Compton,1,10110.92
Santos-Mcdaniel,1,36381.04
Freeman-Cole,1,32968.68
Robinson-Mcgrath,1,26687.24
"and Lang Frye Bradford,",1,49744.99
Carrillo-Donaldson,1,47978.86
Sweeney-Robertson,1,3254.39
Ltd Sweeney,1,37909.55
"Davis and Taylor, Higgins",1,17481.58
"Rocha Townsend, and Casey",1,38702.05
Sullivan-Lewis,1,2620.85
"Nielsen, and Anderson Watson",1,44342.09
"Torres Montgomery and Torres,",1,15160.73
Frank and Sons,1,24674.85
"Roy and Gutierrez, Martinez",1,31161.36
Robinson and Sons,1,8197.11
Conley-Williamson,1,13443.44
Gonzalez-Johnson,1,15034.9
"Mcknight Thompson Baker, and",1,44223.07
Williamson-Martin,1,22956.46
Hughes-Davis,1,43546.23
Jones-Oneill,1,17741.02
Young-Patrick,1,18554.05
Rodriguez-Williamson,1,17820.25
Flores-Smith,1,32881.56
"and Mosley, Bennett Fletcher",1,28688.42
Torres-Cain,1,19924.28
and Sons Mullins,1,3714.18
"Allen Hurst, Gonzalez and",1,6640.9
Vance LLC,1,43091.51
"Snyder, and Lowery Figueroa",1,7474.51
Pearson-Baker,1,17933.53
Hammond-Buck,1,46875.88
Romero-Meza,1,28678.64
"and Fields Mclean Taylor,",1,41313.97
"Pennington Wagner and Freeman,",1,6076.15
PLC Alvarez,1,7078.15
Group Paul,1,9021.76
Kelly-Oneill,1,11227.48
Spears-Nguyen,1,40923.79
Harding-Scott,1,35126.16
"Arellano and Martinez Casey,",1,24919.01
"Taylor Jones, and Ferguson",1,20425.7
"Buck and Lopez Rios,",1,28699.0
"Powers White and Ward,",1,26725.32
Sons Mcknight and,1,34327.63
"Kim Coleman and Cohen,",1,33767.5
Jackson-Simpson,1,1339.9
"Walker, Kennedy and Williamson",1,39023.83
"Williams, Cain and Rhodes",1,32290.91
Martin-Mcdonald,1,11521.83
"Davenport Hernandez Sweeney, and",1,6712.8
Sons and Stone,1,46568.08
"and Roman Kim Martin,",1,18988.06
Stephens-Reese,1,8842.39
Ramsey-King,1,46742.48
Baker-Beck,1,12843.41
"Lopez, Torres and Madden",1,48352.27
Adams-Barnes,1,32284.55
White-Haas,1,4715.03
Ray-Little,1,29916.45
"Frederick, Marquez Carter and",1,16141.22
"Gallagher Clark, House and",1,14216.52
Martinez-Franklin,1,39480.81
"Gutierrez King and Sullivan,",1,14213.56
"Greene, Sawyer Calhoun and",1,10101.67
"Martin and Cunningham White,",1,19606.45
"Figueroa and Hebert, Hunter",1,46765.93
Dalton Ltd,1,13227.32
"Vincent and Williams, Chapman",1,43185.1
"Hill Anthony Smith, and",1,47777.78
Pitts PLC,1,29482.52
"Hood and Mcdonald, Ford",1,19159.28
Powell-Williams,1,31525.45
Johnston-Woodward,1,39636.43
"Bradley, and Patel Soto",1,15269.29
Reynolds-Nichols,1,22996.97
"Cooper, Miller Cruz and",1,17057.68
"Dominguez and Flores, Johnson",1,31560.74
Turner-Christian,1,35588.09
"and Hall Gutierrez Walker,",1,4366.99
Gross-Peterson,1,8389.15
"Baker Jenkins and Anderson,",1,32199.72
"Hayes and Ray Taylor,",1,39960.85
"Johnson Smith and Cole,",1,21576.28
"Thomas, Beltran Thompson and",1,29626.6
"Hall and Adkins, Thomas",1,22663.36
Reese LLC,1,44345.78
"Gillespie, Gonzales and Blake",1,20969.25
Clay-Perez,1,42683.17
Chavez-Jones,1,13609.78
Day-Armstrong,1,4235.4
Acosta PLC,1,9840.05
Ltd Gordon,1,29580.31
Navarro-Munoz,1,31817.49
"Wilson and Williams Kane,",1,39150.45
Ltd Howe,1,4399.58
Gibson-Butler,1,31912.38
"Silva, and Davis Garrett",1,12112.27
Roth-Ramirez,1,6195.2
Howard-Hernandez,1,45567.23
"Lewis, and Marshall Holt",1,45312.58
Thompson-Walls,1,34755.13
Flores-Johnson,1,43011.68
"Padilla and Dennis, Pennington",1,6427.01
"Suarez, Mckinney Lee and",1,28152.74
"Roberts Roberts, and Lee",1,22718.52
White-Hernandez,1,47062.92
Jenkins-Harmon,1,20308.68
Phillips-Proctor,1,22712.44
"Russell Austin and Hernandez,",1,10341.09
Davis-Oliver,1,48800.06
"and Riley Anderson, Smith",1,7343.6
Gonzales-Taylor,1,35534.4
"Williams and Hansen Daugherty,",1,14223.53
Macias Ltd,1,45481.98
Holmes-Stein,1,27966.59
"Alexander and Jensen Andrews,",1,3730.0
"Young Mcclain, Newman and",1,18714.34
"and Clay, Morton Cunningham",1,5588.99
"and Gordon Lee Yang,",1,16964.06
"Allen Parker and Estes,",1,12448.69
Small-Simmons,1,1041.72
"Bailey and Wilson, Scott",1,23845.79
"and Phillips Thomas Richardson,",1,21484.45
"and Graham Higgins, Bell",1,22281.77
Davis-Garcia,1,12389.48
Travis-Davis,1,13411.58
"Harrison Wilson and James,",1,44282.99
Edwards-Molina,1,11333.97
Garcia-Butler,1,11795.88
Davis-Coleman,1,37945.81
Savage-Hall,1,25593.19
Quinn-Barrett,1,24413.39
Zhang-Sullivan,1,31510.3
"Hunt, Villa Goodman and",1,4170.83
"Brown Roberts, Roberts and",1,40426.65
"Kelly Boyle Morgan, and",1,44029.88
"Adams Patterson, and Pham",1,41229.73
Conley-Miranda,1,32323.91
Porter-Adams,1,873.26
Salinas-Pearson,1,40895.95
"Gonzalez, and Walters White",1,31590.69
"Williams Cherry Lopez, and",1,5984.54
Inc Walls,1,2898.95
Hendricks-Hart,1,21744.51
"Jones, and Walsh Murray",1,45993.88
"Orr Harvey and Gross,",1,44212.72
Curtis-Schwartz,1,47086.19
Hamilton-Rasmussen,1,26785.72
"Mooney Jackson and Phillips,",1,26636.63
Alvarado-Lopez,1,4762.56
Hurley LLC,1,34099.85
"Cross, Johnson Simpson and",1,42067.13
Sanders-Dickson,1,2887.66
Scott-Morris,1,47515.43
Caldwell-Boyd,1,50502.27
Coleman-Hurley,1,33715.9
"Richard Arias, Coleman and",1,43213.31
Donovan-Olson,1,18014.38
Dillon-White,1,45344.21
Smith-Palmer,1,40810.46
and Sons Ramirez,1,3028.4
"and Montgomery Travis Maxwell,",1,35486.95
"and Castaneda, Mccarty Patterson",1,16518.26
"and Evans Lynn, Hernandez",1,30617.11
Wang-Holmes,1,4199.42
"Mcclure Myers, Guzman and",1,48270.07
"Patton Sanchez, Zimmerman and",1,32984.53
"and Campbell, Beard Andrews",1,43300.34
Jones-Wallace,1,47331.94
Boone-Martinez,1,32945.83
"Fitzpatrick Bishop Ellis, and",1,16322.94
Medina-Sanchez,1,24611.98
"Peterson and Reyes Hernandez,",1,4432.4
Coleman-Rodriguez,1,44894.65
"Nichols Nolan, Jenkins and",1,34843.91
"Eaton Harper Clark, and",1,3309.55
Golden-Harvey,1,36396.14
"Kelly and Koch, Wheeler",1,39835.68
"Martin, Williams Hamilton and",1,43950.23
Powers-Mcbride,1,12485.94
Hall and Sons,1,25007.0
Stevenson-Hebert,1,1700.07
Davis-Collins,1,19097.76
"Conner and Davis Mcbride,",1,2055.11
Hooper-Murphy,1,21083.12
"Thompson and Black, Hendricks",1,36952.75
"Welch, Wilson Knox and",1,3669.47
"Lloyd Wright and Jackson,",1,45156.46
Sons and Delgado,1,3360.13
"Holmes Johnson, Bishop and",1,16821.97
"and Schwartz Smith, Johnson",1,37610.58
LLC Stevens,1,16352.42
"Jones Robertson, White and",1,41729.7
Scott-Andrews,1,35291.19
"York Hill and Martinez,",1,21575.13
"Mcclain and Wallace, Vasquez",1,36406.66
"Crawford, and Sparks Murillo",1,47901.74
"Hernandez, Lopez Garrett and",1,30763.05
Higgins-Evans,1,43750.36
Barnes-Bradley,1,8395.88
Simpson-Grant,1,46139.15
and Sharp Sons,1,29059.59
Hahn-Roy,1,25631.02
PLC Carrillo,1,17178.86
Holloway Group,1,18849.71
Inc Warner,1,8649.23
Matthews-Miller,1,44180.37
"Allen and Moore Holmes,",1,38385.73
"Cobb and Larsen, Harris",1,47161.28
Chavez-Kelly,1,33610.7
Wagner-Dixon,1,15850.72
"Page Silva Leach, and",1,35992.14
"Morse Mccarthy Scott, and",1,39617.15
"Smith Williamson, and Chapman",1,34414.16
Oneill Inc,1,9953.09
Davis-Morgan,1,13128.61
Ramirez-Chavez,1,7012.16
Adams-Cortez,1,12813.98
"Brock, Goodman and Parker",1,37833.78
"Roach Higgins and Jackson,",1,18451.2
Martin-Thomas,1,28097.55
"Chaney and Cohen, Stark",1,12683.25
"Jackson, Carr and Andrews",1,28895.74
"and Baker, Golden Rhodes",1,23052.21
and Gates Sons,1,17475.22
"and Smith Simmons, Wise",1,11100.4
"Davies Coleman, and Mckenzie",1,43724.38
Butler-Matthews,1,2552.82
"Davis Henson, and Mack",1,28011.94
"Gardner Cook, and White",1,30105.6
Perry-Acevedo,1,9206.81
"Park Richardson Anderson, and",1,4674.55
Mcdaniel and Sons,1,13854.65
"Diaz Smith Johnson, and",1,45913.17
"Rodriguez Diaz Daugherty, and",1,28270.3
"and Mclaughlin Powers Stevens,",1,21633.33
"King, Williams and Terry",1,23857.5
"Rodriguez and Becker Holmes,",1,35520.4
"Padilla Lewis, Anderson and",1,23673.93
"Carter Lowe Benitez, and",1,15689.9
"May, and Wagner Cooley",1,19479.55
and Sons Pham,1,43779.92
"and Flores Sharp, Ross",1,39689.83
"and Alvarez, Choi Jackson",1,9230.72
Miller-Sullivan,1,17845.85
Sons and Vang,1,5863.55
Turner-Parker,1,34212.39
"Davis and Livingston, Allen",1,44421.35
Washington-Lambert,1,23667.77
"and Steele Miller Butler,",1,6140.31
"Ellison, and Williams Smith",1,43039.33
Reyes-Diaz,1,4279.38
PLC Austin,1,42344.62
Inc Lawson,1,11216.87
"Rogers, and Sanford Henry",1,6366.41
Church-Moore,1,3994.72
Lee-Martinez,1,19756.57
Glover-Ball,1,46663.11
"Clark, and Martinez Wise",1,41206.47
Taylor-Watson,1,29231.47
"Boone, and Kim Watson",1,22144.33
Miller-Gonzales,1,42999.38
"Taylor Jones, and Howard",1,32550.8
Fox-Smith,1,22356.48
"Lewis, Wilson and Mclaughlin",1,41493.76
"Garcia and Cunningham, Griffin",1,3439.92
Escobar-Peterson,1,4373.18
"and Flores Lyons, Stephenson",1,44015.87
and Shah Sons,1,20155.98
Cruz-Ramos,1,44640.95
Castillo-Price,1,30926.59
"Nunez Carter Jefferson, and",1,96.0
Robinson-Pena,1,34526.9
Young-Davis,1,23024.05
"Edwards Hendricks, Martin and",1,13705.48
Taylor-Cortez,1,13160.2
"and Johnson Jackson Mathews,",1,14172.66
Jackson-Evans,1,39424.94
"Jackson Obrien and Scott,",1,26932.49
and Casey Sons,1,43927.35
Jones-Kennedy,1,47809.28
Marsh-Adams,1,49951.87
Group Camacho,1,11525.46
"and Brennan Hammond Fisher,",1,18331.31
"Spencer, Zamora Sims and",1,32223.63
Woodard-Baird,1,15631.57
Baker-Morrison,1,38651.93
Kelley Group,1,50542.15
"Patterson and Green, Carter",1,5656.73
"Henson Smith Lester, and",1,19951.5
Kaufman Sons and,1,16294.57
"Jackson, Johnson and Gilmore",1,18307.62
"Taylor Olson, and Payne",1,19674.07
Manning-Wilson,1,7455.09
Long-Hicks,1,4109.56
Lee-Gomez,1,40354.4
and Sons Diaz,1,3111.37
Jackson-Rogers,1,21709.1
Inc Meyers,1,45132.96
Ltd Marsh,1,16441.68
Wood-Moore,1,19680.7
"and Black, Lane Drake",1,18534.94
"and Walton, Aguilar Lopez",1,44713.93
Young-Franklin,1,5012.45
"Gates, Hall and Anderson",1,48800.85
Schwartz-Herring,1,681.87
"White, Contreras and Spencer",1,42977.71
"and Lopez Fields, Fletcher",1,5307.14
Cox-Howard,1,10182.08
"Hamilton Ellis, and Williams",1,35505.08
Gonzalez-Hill,1,3176.88
"and Marks Arnold Alvarez,",1,14804.39
"Mcgrath Lopez Rogers, and",1,34831.06
"Ramirez and Snyder Carrillo,",1,45621.72
"Sanders and Kerr, Larsen",1,45854.57
"Martin Keller, Hernandez and",1,9081.02
"Thomas, and Nichols Wood",1,12241.31
Hess Inc,1,35981.7
Glenn-Powers,1,16876.85
Marquez-Mendoza,1,36516.08
"and Lewis Stanton, Peters",1,15683.66
Snyder-Davis,1,26424.36
"Williamson, and Thomas Chavez",1,3076.11
Holden-Stewart,1,37925.32
Wagner-Robertson,1,45496.43
Sanchez-Wagner,1,48169.71
"Davis and Duran Miller,",1,30100.52
Burnett-Morgan,1,18430.35
"White Wood, Walker and",1,13346.01
"Morse Mcdonald Anderson, and",1,37986.85
Nguyen-Davis,1,18776.23
"Estes Nguyen, Green and",1,6446.81
"Ward, Cochran and Castro",1,38792.6
"and Ware, Gonzalez Jones",1,30498.95
"Sandoval and Harris, Williams",1,27150.52
"Taylor Wheeler Ryan, and",1,30146.96
"Koch, and Mendoza Harris",1,41174.49
"Smith Mitchell and Johnson,",1,7665.12
Galloway Inc,1,48246.78
Lindsey-Snyder,1,10716.32
Gross-Cuevas,1,45984.27
"Byrd, Perry and Hill",1,22687.88
King-Brown,1,22050.25
Ferguson-Morgan,1,25982.2
Martinez-Hancock,1,43722.93
"and Allen Mitchell, Soto",1,41129.8
Wiggins-Jones,1,28300.8
Harrison LLC,1,11081.48
Cook-Gilbert,1,13473.18
Hayes-Jones,1,28507.77
"Gonzales, and Melton Ashley",1,38397.29
Weiss-Mills,1,-82.77
"Thomas and Jackson Mcbride,",1,16947.14
"and Hughes Sullivan, Payne",1,10059.19
Montgomery-Garza,1,10513.13
White-Lopez,1,43318.27
"Gallagher, Smith and Brown",1,40283.63
Odonnell-Dickson,1,42636.36
"Brown Brown, and Sanders",1,49419.87
"Mullins, Gray and Reed",1,27481.33
"Brown Cochran and Murphy,",1,20619.89
"and Davis Bennett, Burgess",1,22521.03
"Reynolds, and Hall Ross",1,26344.03
"Richards Edwards and Taylor,",1,38753.82
Gray-Sanchez,1,46301.54
Hudson-Carter,1,15368.06
Martin-Grimes,1,29884.54
"Maldonado and Obrien Miller,",1,15633.18
Watson-Cross,1,42585.97
Benitez Inc,1,11557.28
"Figueroa and Stanton Hall,",1,22834.53
"Frazier Soto and Hansen,",1,34853.56
"Gutierrez Douglas, Conley and",1,20158.75
"Joyce Warner and Williams,",1,4467.3
Anderson-Schroeder,1,22036.97
Gonzalez-Martinez,1,49631.85
Arellano-Kelly,1,26320.03
Group Roth,1,33926.99
Quinn-Lucas,1,4021.66
Reyes-Sanchez,1,22062.14
Cordova-Lee,1,33950.58
"and Vaughan Green, Cruz",1,33239.84
Wong-Gonzalez,1,28482.14
"Randall, and Williams Hoffman",1,43208.42
"Stephens Martinez, and Romero",1,24711.9
Garcia-Valentine,1,31950.37
Simpson LLC,1,36661.69
"Riggs, and Mcdonald Dunlap",1,39832.91
"Casey and Cook, Craig",1,21814.82
Beck-Wade,1,43965.81
Jones-Cole,1,40211.46
"Campbell, and King Frank",1,21719.67
"and Gomez Johnson, Smith",1,18194.06
Brown-Vega,1,2998.44
Mathews Sons and,1,30535.53
"Abbott Moore and Williams,",1,24799.6
"Zavala, Kerr Diaz and",1,24715.86
"Paul Powers, and Jenkins",1,7678.67
"and Hammond Edwards Reyes,",1,8292.33
"Baldwin and Perez Cook,",1,49021.82
Johnson-Duncan,1,26168.17
"Pollard Oconnell, Wells and",1,4447.7
Anderson-Young,1,3847.25
"Villarreal and Smith, Spencer",1,12644.68
"and Bailey Shea, Krause",1,24514.6
"and Cochran Crawford, Best",1,32331.12
"Wyatt, Koch and Moore",1,38729.74
Cline-Watson,1,43748.82
Richards PLC,1,42756.53
"Finley Burgess, Patterson and",1,33839.49
"and Brown Johnson, Jimenez",1,23868.39
"Wang, Skinner White and",1,11670.94
Parker-Roth,1,38373.91
"Lewis Floyd Nguyen, and",1,38405.83
Taylor-Neal,1,7973.93
"Thompson and Roberts, Vargas",1,47704.99
Dunn-Knox,1,24045.75
Hester Group,1,17271.22
"Huber, Salazar and Black",1,4859.48
"Hanson Hughes, Ferrell and",1,48655.0
Walters-Clements,1,25163.38
Tran-Gardner,1,47005.95
Vargas-Martin,1,39775.71
Reynolds-Lewis,1,17603.49
Cooper-Miller,1,21242.78
"Mann Freeman Cox, and",1,48211.47
Mullins-Wilson,1,24804.68
"Fleming, and Estrada Mills",1,26605.28
LLC Phelps,1,31775.84
Mcmillan-Dean,1,33035.55
Finley and Sons,1,23985.15
Lindsey-Watson,1,3017.88
"Ford Fitzgerald, Riley and",1,21699.1
"May, and Rivera Nguyen",1,30624.18
"and Barnes Thompson, Lopez",1,3597.51
"Robinson Zamora, Mendez and",1,21997.74
"Edwards, Johnson Winters and",1,35424.26
"Diaz Lee, and Roberts",1,5894.18
"Evans, and Hughes Miller",1,47476.14
Norman-Pope,1,42278.57
"Ray and Brown Garner,",1,46191.08
Guerra-White,1,23774.75
and Sons Montes,1,27148.72
"Wilcox Nicholson, Mayo and",1,34290.79
Miller-Walker,1,43920.66
Richardson-Wallace,1,41203.55
Mckinney-Clark,1,17375.18
Compton-Clark,1,42642.12
"and Spencer Pratt Garner,",1,1512.99
"Mejia Patrick, Shepherd and",1,44100.46
King-Conway,1,12959.06
Lynch-Martinez,1,38676.6
Watson-Price,1,4559.85
Giles-Cannon,1,34874.66
Berg-Rodriguez,1,43547.11
"Buckley Reed, and Owen",1,9001.94
Davis-Daugherty,1,4624.15
Group Mccormick,1,33571.93
"Fowler Adams Thompson, and",1,19560.73
"Miller and Mueller Hernandez,",1,47744.25
Anderson-Waters,1,10014.22
Young-Pacheco,1,21566.86
"and Reed Flores, George",1,11176.54
"Johnson Hale, and Kim",1,26455.64
Thomas-Lee,1,27404.14
"Stevenson Robinson, and Kelly",1,47720.77
Zavala PLC,1,3525.45
Walls-Castillo,1,19601.38
Smith-Henry,1,17688.49
"and Stevens Clark Rodriguez,",1,27849.86
"Taylor, and Lindsey Peterson",1,8340.15
Case-Hicks,1,32431.2
"Smith and Newton Marsh,",1,26720.62
Galloway-Carpenter,1,25226.89
"Richmond, and Thornton Adams",1,48436.8
Shepard-Gillespie,1,21352.68
"Herring, and Mccullough Trevino",1,17025.66
"Swanson, George Clayton and",1,33405.46
"Hamilton Anthony Allen, and",1,21796.25
"Cole, and Reed Cobb",1,18816.18
Ortiz-Thompson,1,12109.8
Beard-Price,1,6067.06
Jackson-Jordan,1,41984.4
Madden PLC,1,4485.79
Mayo and Sons,1,6232.0
Lee-Casey,1,32780.31
"Shaw Taylor, and Khan",1,35294.68
Nixon-Taylor,1,39098.31
LLC Logan,1,16115.65
Galvan-Young,1,48146.92
Nguyen-Kennedy,1,39062.22
"and Jordan Cowan, Glass",1,25857.71
"and Roman Roman Payne,",1,46939.92
Robles-Fry,1,8951.38
"and Carpenter Daniels Brown,",1,2755.38
"and Hall, Miller Burnett",1,13757.21
"and Jordan Hoffman, Turner",1,3561.66
"Hayden Compton and King,",1,11960.43
"and Farmer, Harvey Alvarez",1,47277.08
"and Bailey Thompson, Jacobs",1,33263.06
Reed and Sons,1,23305.02
"and Kelley Roberts, Campbell",1,34405.71
Delgado-Thomas,1,1048.69
"Wise, Black Watson and",1,45782.84
"and White Smith, Carroll",1,28085.74
LLC Bautista,1,4824.8
"Copeland, Davila and Pratt",1,1781.82
"Anderson Morrison Hahn, and",1,17310.18
Williams-Solis,1,17054.74
Rollins-Mcguire,1,15802.1
"Garcia and Shah, Bradley",1,33355.65
"Day and Johnson Collins,",1,10841.84
"Jackson, Mccoy Nixon and",1,13397.78
"Rodriguez, and Jones Giles",1,43792.04
"Holt and Schaefer Khan,",1,40225.43
Rogers-Peterson,1,10760.62
"and Sullivan Carroll Fox,",1,20496.98
Chavez-Randolph,1,36323.6
Inc Johnston,1,46983.56
"Liu and Ponce, Black",1,6854.7
Brown-Simmons,1,20312.77
"Reeves, and Price Munoz",1,38836.48
"Russell and Stewart Wang,",1,4578.92
Webb-Simmons,1,4442.7
Chaney Group,1,20124.37
Reed-Black,1,17869.38
Ross-Henderson,1,11749.48
"Wells Anthony and Gonzalez,",1,28298.79
"Taylor Molina, and Martinez",1,43875.84
Allen-Lowery,1,43439.29
Walker-Mitchell,1,37082.76
Contreras-Martin,1,10357.02
"and Lewis Hamilton Roach,",1,30826.99
"and Gentry Martinez, Morris",1,49458.13
Group Pearson,1,9619.71
"and Foster Jones Brown,",1,31295.8
Krause-Chen,1,31990.02
Washington-Moore,1,22440.48
Guerrero-Smith,1,43924.63
"and Tran Patrick Hull,",1,41783.58
"and Duarte Smith Richard,",1,50759.68
"Olson, Decker Sims and",1,31672.12
"and Allen Wright Ward,",1,40904.84
Lopez-Werner,1,39906.76
"Glass Whitney Baker, and",1,40286.94
Carpenter LLC,1,33564.73
"and Lopez Deleon Nichols,",1,33331.27
Peterson-Marsh,1,45401.04
"and Sandoval, Nichols Banks",1,26604.67
LLC Peters,1,32843.82
"Taylor and Boyd Carroll,",1,6184.24
Sons Patterson and,1,5675.27
"and Hernandez Tate, Wilson",1,32518.67
Dawson-Jacobson,1,33557.75
Villarreal Group,1,4904.92
"Smith and Drake Pruitt,",1,33130.33
"Turner, and Kennedy Walker",1,8015.39
"and Roman, Floyd Duncan",1,31117.92
Reyes-Moore,1,30322.82
"Taylor, and Brown Mills",1,28111.45
Neal-Li,1,36051.42
"Sanchez Alvarado Bradford, and",1,31658.38
"Briggs Walker Martinez, and",1,52024.73
"Moore Richards, and Smith",1,14923.31
Frederick-Bailey,1,42875.58
"Smith, and Powell Wright",1,15982.19
"Castillo Jackson Allen, and",1,41216.88
"Ayala Rose and Castillo,",1,29063.75
"Fitzgerald Cox, and Matthews",1,43874.02
Grimes-White,1,13257.62
Powell-Shaw,1,27664.71
"Bell and Olson, Herrera",1,40407.15
LLC Buckley,1,6486.16
Griffin-Lewis,1,42884.63
Chandler and Sons,1,2931.34
Ashley-Davis,1,26715.84
"Foster Rodriguez, and Smith",1,49236.78
"Weaver Lang, and Fuller",1,42833.94
Ltd Cardenas,1,40662.76
"Allen, and Jackson Harrell",1,7773.54
"Garcia, Ross Simpson and",1,2621.38
"Taylor Morales, and Adams",1,11725.12
"Farley Webster, and Wright",1,32245.9
Mendoza-Rivera,1,30899.03
Mills-Robinson,1,18688.56
Duke-Richard,1,7407.9
"Oconnell Watkins, Stanley and",1,7031.57
"and Medina Anderson, Brown",1,22703.53
Taylor-Hernandez,1,39177.34
Allen-Howell,1,4346.0
"and Davis Kelly, Clark",1,12776.62
"Hudson Summers, and Alvarado",1,5793.64
"Proctor and Arias Mendez,",1,27061.47
"Walsh, Howell and Jennings",1,14405.94
"Allen, Williams and Phillips",1,26612.01
"Jackson Carr, Garcia and",1,16528.8
"Travis Graham and Whitehead,",1,40078.82
"and Rose Stewart, Davis",1,10830.61
Clark-Leon,1,22992.31
"Parker, and Parker Macdonald",1,34318.35
Fitzgerald and Sons,1,40236.82
Anderson-Edwards,1,41555.95
Hernandez-Morales,1,44228.49
"and Leon Cooper, Smith",1,44864.13
Wheeler-Walker,1,21276.47
Logan-Lawson,1,33828.71
Ford-Olson,1,46596.87
Roberson-Ibarra,1,27963.05
Fernandez-Crawford,1,35107.04
Alvarez-Mathews,1,13146.07
"Myers Kline, and Mcdonald",1,30713.06
Pena-Hughes,1,50121.13
"Douglas and Grimes, Robinson",1,26228.43
"Lambert, Cooper Smith and",1,36621.26
Schmidt-Smith,1,6292.77
Levy Group,1,38340.97
Austin-Shannon,1,26939.56
"Larson Martinez and Schmidt,",1,20360.33
"Richardson and Bowers Bush,",1,25460.63
Reyes-Sims,1,16166.13
"Walton Shepherd, and Carlson",1,21549.39
"Jenkins Perez, Miller and",1,20271.75
Myers-Norton,1,14947.08
"Clark Wood, and Adams",1,26887.03
Martinez-Calhoun,1,18799.16
"Allen and Holmes Schmidt,",1,46444.96
"Carney Friedman, and Weeks",1,22605.14
"and Bailey Martin, Graham",1,48412.54
"and Johnson Ramirez Poole,",1,34517.0
Le-Wells,1,44635.65
Tucker-Kelley,1,46759.01
Jones-Dickson,1,25701.8
"Delgado Lewis and Becker,",1,46830.98
"Vega Watts and Tran,",1,3552.61
"Nichols Miller, Garcia and",1,9480.94
"Green Spencer, Garcia and",1,44089.17
"Bailey and Meza Davis,",1,18528.26
LLC Medina,1,22068.56
"Oconnor, and Novak James",1,7214.31
Frost-Fox,1,17200.49
"Lawrence Harrison, and Williams",1,45982.4
Rush Inc,1,14140.88
"and Davis, Rogers Banks",1,11688.91
Hart-Lowe,1,44023.75
Esparza-Carpenter,1,5978.37
"Hall Johnson Rodriguez, and",1,48780.22
Morris-Robinson,1,25398.84
"and Johnson Key Small,",1,17956.84
"and White Harper, Barnes",1,44945.06
"Miller Clark Massey, and",1,31332.06
Boyd-Schmidt,1,39511.61
"Patterson Wilson and Weber,",1,32887.27
Scott-Black,1,28092.48
"Sheppard and Maddox, Mccullough",1,40588.05
Sons and Barker,1,33503.1
"and Miller Lewis Rodriguez,",1,5770.04
"Scott and Rowland, Ramirez",1,23637.47
"and Le, Jenkins Sawyer",1,13488.05
"and Moore Wiggins, Rubio",1,38650.69
Craig-Bishop,1,16830.26
Tucker-Andrews,1,25923.54
Sullivan-Barnett,1,7943.52
Martin-Morgan,1,35484.47
Valenzuela-Page,1,26967.57
"and Harris Wilson Pham,",1,24710.98
"and Mcknight Robinson, Castro",1,34147.95
"Dawson Griffin, and Carlson",1,23156.12
Lawrence-Riley,1,4886.39
Jennings-Sims,1,42925.09
Vazquez-Moon,1,47972.21
Gutierrez-Solis,1,4673.33
"and Spencer, Richards Bryant",1,6747.59
